item_id,group,source_file,source_label,question_no,question_text,inferred_topic,cheatsheet_path,page_reference,solution_route,own_steps,needed_supplement,score_basis,estimated_score,max_score,normalized_percent,confidence,notes
Q0011,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\工程流体力学期末考试及答案.pdf,工程流体力学期末考试及答案.pdf,6,6.如图所示，有一直径 d=12cm 的圆柱体，其质量 m=5kg，在力 F=100N 的作用下，当淹深 h=0.5m 时，处 于静止状态，求测压管中水柱的高度 H。（12 分）,静水压力/测压/闸门,P1 > 静水压旧题急救；Q1 > 平面/曲面闸门完整答案骨架；M19 > 真空度/负表压；M21 > 题图决策卡,P1,先按静水压图题入口读液面和高程；用同高同压逐段写压力链；闸门题套 Q1 的合力、压力中心、铰链取矩；最后检查表压/绝压和负表压。,1. 选同一静止连通液体等压面；2. 沿竖直方向逐段加减 rho g h；3. 若为闸门，求 F 与压力中心；4. 对铰链或曲面分量列平衡；5. 判断表压/绝压。,满分仍需要题图高程、铰链位置、面积惯性矩或多液体界面读数；v80 已给模板但不能替代读图。,主题命中“静水压力/测压/闸门”，v80 基础过程覆盖约 84%。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,9.6,12.0,80.0,中高,
Q0012,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\工程流体力学期末考试及答案.pdf,工程流体力学期末考试及答案.pdf,7,7.有一水平喷嘴，如图所示，D1=200mm 和 D2=100mm，喷嘴进口水的绝对压强为 345kPa，出口为大气， pa=103.4kPa，出口水速为 22m/s。求固定喷嘴法兰螺栓上所受的力为多少?假定为不可压缩定常流动，忽略 摩擦损失。（12 分）,流体运动学/连续/流线迹线,P1 > 连续性；Q1 > 迹线/流线/脉线；M18 > 往年题可能问法；M23 > 概念短答库；T6 > 常见问法到答案,P1,先判速度场/描述方法；写连续、旋度、流线/迹线微分式；概念题直接用 M18/M23 的一句话答案；应力题转 Q1 张量模板。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,若要求长篇推导或复杂坐标变换，仍需教材细节；v80 已足够支撑多数简答和基础计算过程。 v67 已补推导题固定结构，v69/v80 补截面、边界条件和概念收口检查。 v80 保留新题定位入口、非定常 Bernoulli 推导条件、速度势单值/路径无关证明、Lagrange/Kelvin 可抄证明句、涡管强度 ΩA 守恒、涡量矩模板、自由射流动量通量和 RTT 入口，并补纳维-斯托克斯原词、圆管断面速度分布原词、渐变流测压管水头；更长证明仍需教材措辞。,主题命中“流体运动学/连续/流线迹线”，v80 基础过程覆盖约 85%。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,9.7,12.0,80.8,中高,
Q0013,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\工程流体力学期末考试及答案.pdf,工程流体力学期末考试及答案.pdf,8,8.不可压缩流体无旋流动的速度分布为 u=Ax+By，v=Cx+Dy，w=0，若此流场满足连续性方程，试导出 A、 B、C、D 所需满足的条件。（不计重力影响）（10 分）,流体运动学/连续/流线迹线,P1 > 连续性；Q1 > 迹线/流线/脉线；M18 > 往年题可能问法；M23 > 概念短答库；T6 > 常见问法到答案,P1,先判速度场/描述方法；写连续、旋度、流线/迹线微分式；概念题直接用 M18/M23 的一句话答案；应力题转 Q1 张量模板。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,若要求长篇推导或复杂坐标变换，仍需教材细节；v80 已足够支撑多数简答和基础计算过程。 v67 已补推导题固定结构，v69/v80 补截面、边界条件和概念收口检查。 v80 保留新题定位入口、非定常 Bernoulli 推导条件、速度势单值/路径无关证明、Lagrange/Kelvin 可抄证明句、涡管强度 ΩA 守恒、涡量矩模板、自由射流动量通量和 RTT 入口，并补纳维-斯托克斯原词、圆管断面速度分布原词、渐变流测压管水头；更长证明仍需教材措辞。,主题命中“流体运动学/连续/流线迹线”，v80 基础过程覆盖约 85%。,8.5,10.0,85.0,中高,
Q0014,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\工程流体力学期末考试及答案.pdf,工程流体力学期末考试及答案.pdf,9,9.水流过一段转弯变径管，如图所示，已知小管径 d1=200mm，截面压力 p1=70kPa，大管径 d2=400mm，压 力 p2=40kPa，流速 v2=1m/s。两截面中心高度差 z=1m，求管中流量及水流方向。（12 分）,Bernoulli/机械能/动量控制体,P1 > 控制体动量模板；P1 > 伯努利/机械能；Q2 > 弯管受力/喷嘴反力；M21 > 题图决策卡；M26 > 高频计算/查表/控制体收口,P1,先选截面，写连续和 Bernoulli/机械能；再按控制体受力图列压力力、壁面力和动量通量；多出口用 M26 通式；求出壁面对流体的力后按题问管/螺栓取反。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,复杂三维受力和图中方向仍要自己画清楚；v80 已补多出口通式和喷嘴/弯管收口流程。 v69 把截面号、面积、高程、表压/绝压、CV取反和局损速度集中到读图/收口八查。 v80 保留雷诺输运、压力力方向/表压、孔板/文丘里流量计公式链，并补控制体外力组成与自由射流动量通量提示；复杂控制体仍需画受力图。,主题命中“Bernoulli/机械能/动量控制体”，v80 基础过程覆盖约 84%。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,9.6,12.0,80.0,中高,
Q0015,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\工程流体力学期末考试及答案.pdf,工程流体力学期末考试及答案.pdf,10,10.空气从炉膛入口进入，在炉膛内与燃料燃烧后变成烟气，烟气通过烟道经烟囱排放道大气中，如果烟气 密度为 0.6kg/m3，烟道内压力损失为 8ρv²/2，烟囱内压力损失为 26ρv²/2，求烟囱出口处的烟气速度 v 和烟 道与烟囱底部接头处的烟气静压 p。其中，炉膛入口标高为 0m，烟道与烟囱接头处标高为 5m，烟囱出口标 高为 40m，空气密度为 1.2kg/m²。 （12 分）,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,主题命中“概念简答/定义解释”，v80 基础过程覆盖约 89%。,10.7,12.0,89.2,中高,
Q0016,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答1,简述欧拉法和拉格朗日法的差异。,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.5,3.0,83.3,高,
Q0017,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答2,简述层流和紊流的差异。,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.5,3.0,83.3,高,
Q0018,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答3,简述深水波的定义。,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.0,3.0,66.7,高,
Q0019,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答4,写出一元恒定总流能量方程，并简述其适用条件。,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.5,3.0,83.3,高,
Q0020,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答5,为什么相似准则中雷诺数准则和傅汝德数准则总是矛盾的？,量纲分析/相似准则,P1 > 量纲分析模板；M25 > 量纲相似+推导骨架；M4 > 流程H；M6 > 标准解模板：相似；M13 > 模型律；M26 > 管路/模型,P1,列变量和基本量纲；选量纲独立且不含待求量的重复变量；逐个令 pi=X rho^a V^b L^c 求指数；最后用 M26 的 F~rho V^2 L^2、Delta p~rho V^2、Fr/Re 缩尺速度比做换算。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,"若变量很冷门或需完整实验相似设计，仍需教材解释；v80 补了常见模型力、压强和速度比例换算。 v80 已补 Buckingham pi 五步流程和 Re/Fr/Ma/We/Eu 判据表；复杂多变量推导仍需手算。 v80 已补模型换算库 Q,t,f,F,Delta p,M,P 和 Re/Fr 冲突答题句；复杂 pi 群仍需手算。 v80 保留量纲齐次/Rayleigh 指数配平、完全/部分相似及 Re/Fr 冲突说明、关键词到 π 群的定位入口、球阻力 CD=f(Re) 标准推导，并补量纲公式、雷诺相似、自模化和压力系数 Cp/Eu 定义；冷门变量仍需逐项列量纲。",2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.5,3.0,83.3,高,
Q0021,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答6,简述边界层中的流动有什么特点。,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.5,3.0,83.3,高,
Q0022,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答7,圆球绕流阻力系数在某一雷诺数附近随雷诺数增大突然大幅度减小，说明原因。,边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.5,3.0,83.3,高,
Q0023,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答8,简述什么是控制体？,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.5,3.0,83.3,高,
Q0024,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答9,写出描述牛顿流体运动的纳维斯托克斯（N-S）方程，并简述方程各项的意义。,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.0,3.0,66.7,高,
Q0025,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答10,利用 π 定理推求水下航行器所受流体阻力 F 的表达式。,量纲分析/相似准则,P1 > 量纲分析模板；M25 > 量纲相似+推导骨架；M4 > 流程H；M6 > 标准解模板：相似；M13 > 模型律；M26 > 管路/模型,P1,列变量和基本量纲；选量纲独立且不含待求量的重复变量；逐个令 pi=X rho^a V^b L^c 求指数；最后用 M26 的 F~rho V^2 L^2、Delta p~rho V^2、Fr/Re 缩尺速度比做换算。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,"若变量很冷门或需完整实验相似设计，仍需教材解释；v80 补了常见模型力、压强和速度比例换算。 v80 已补 Buckingham pi 五步流程和 Re/Fr/Ma/We/Eu 判据表；复杂多变量推导仍需手算。 v80 已补模型换算库 Q,t,f,F,Delta p,M,P 和 Re/Fr 冲突答题句；复杂 pi 群仍需手算。 v80 保留量纲齐次/Rayleigh 指数配平、完全/部分相似及 Re/Fr 冲突说明、关键词到 π 群的定位入口、球阻力 CD=f(Re) 标准推导，并补量纲公式、雷诺相似、自模化和压力系数 Cp/Eu 定义；冷门变量仍需逐项列量纲。",2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.7,3.0,90.0,高,
Q0026,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答11,简述流线和迹线的定义。,概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.5,3.0,83.3,高,
Q0027,往年期末题-主目录,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,流体力学2022春期末考试试题.pdf,简答12,简述水击波的传播速度跟哪些因素有关。,水波/水击/课程概念缺口,M18 > 深水波/水击；M20 > 水击基本式；M23 > Re/Fr/水击/深水波,无直接页码,概念题直接写 M18/M23：深水波 h>lambda/2；水击波速受液体弹性、管壁弹性、管径/壁厚影响；快关阀压升用 rho a Delta V。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,如果题目要求水波完整色散关系或水击波速推导，v80 仍不足，需要教材。 v69 已补水波色散式、深水/浅水相速和水击快关公式；复杂波动推导仍需教材。 v80 已补明渠 Fr 缓流/急流/水跃判据，并保留水波色散式和水击快关公式。 v80 保留第一页和反推模板中的水击/声速/水波/明渠定位、水击波速因素与近似公式、深水波 h>lambda/2(kh>pi) 标准定义、浅水判据、色散关系和水击快关公式；少量冷门波动推导仍需教材。,2022 春期末卷为本次人工核验样本，按 15 道简答 45 分、4 道计算 55 分的原卷结构估分；简答共 15/45，计算共 41/55。,2.0,3.0,66.7,高,
