source,line,kind,title,tokens,hit_count,hits,covered
v106,1402,\\sect\{([^{}]+)\},模板：动量积分边界层,模板|动量积分边界层,2,模板|动量积分边界层,True
v106,1404,\\sect\{([^{}]+)\},模板：Stokes小球流程,模板|Stokes小球流程,2,模板|Stokes小球流程,True
v106,1407,\\sect\{([^{}]+)\},过程分骨架：算不完也能写,过程分骨架|算不完也能写,2,过程分骨架|算不完也能写,True
v106,1408,\\sect\{([^{}]+)\},压强题骨架,压强题骨架,1,压强题骨架,True
v106,1410,\\sect\{([^{}]+)\},速度场题骨架,速度场题骨架,1,速度场题骨架,True
v106,1412,\\sect\{([^{}]+)\},管路题骨架,管路题骨架,1,管路题骨架,True
v106,1414,\\sect\{([^{}]+)\},喷管题骨架,喷管题骨架,1,喷管题骨架,True
v106,1416,\\sect\{([^{}]+)\},激波题骨架,激波题骨架,1,激波题骨架,True
v106,1418,\\sect\{([^{}]+)\},边界层题骨架,边界层题骨架,1,边界层题骨架,True
v106,1420,\\sect\{([^{}]+)\},粘性解析题骨架,粘性解析题骨架,1,粘性解析题骨架,True
v106,1422,\\sect\{([^{}]+)\},概念题骨架,概念题骨架,1,概念题骨架,True
v106,1424,\\sect\{([^{}]+)\},证明题骨架,证明题骨架,1,证明题骨架,True
v106,1426,\\sect\{([^{}]+)\},单位题骨架,单位题骨架,1,单位题骨架,True
v106,1429,\\sect\{([^{}]+)\},高频模型一行公式链,高频模型一行公式链,1,高频模型一行公式链,True
v106,1430,\\sect\{([^{}]+)\},静水矩形窗,静水矩形窗,1,静水矩形窗,True
v106,1432,\\sect\{([^{}]+)\},静水圆形舱门,静水圆形舱门,1,静水圆形舱门,True
v106,1434,\\sect\{([^{}]+)\},浮力/吃水,浮力|吃水,2,浮力|吃水,True
v106,1436,\\sect\{([^{}]+)\},非恒定小孔出流,非恒定小孔出流,1,非恒定小孔出流,True
v106,1438,\\sect\{([^{}]+)\},皮托/静压管测速,皮托|静压管测速,2,皮托|静压管测速,True
v106,1440,\\sect\{([^{}]+)\},文丘里不可压流量,文丘里不可压流量,1,文丘里不可压流量,True
v106,1442,\\sect\{([^{}]+)\},喷嘴反力,喷嘴反力,1,喷嘴反力,True
v106,1444,\\sect\{([^{}]+)\},喷嘴法兰/螺栓,喷嘴法兰|螺栓,2,喷嘴法兰|螺栓,True
v106,1446,\\sect\{([^{}]+)\},平板拖曳阻力,平板拖曳阻力,1,平板拖曳阻力,True
v106,1448,\\sect\{([^{}]+)\},小球低Re阻力,小球低Re阻力,1,小球低Re阻力,True
v106,1450,\\sect\{([^{}]+)\},小球二次阻力终速,小球二次阻力终速,1,小球二次阻力终速,True
v106,1452,\\sect\{([^{}]+)\},圆管层流流量,圆管层流流量,1,圆管层流流量,True
v106,1454,\\sect\{([^{}]+)\},管内平均/最大速度,管内平均|最大速度,2,管内平均|最大速度,True
v106,1456,\\sect\{([^{}]+)\},局部突扩,局部突扩,1,局部突扩,True
v106,1458,\\sect\{([^{}]+)\},泵效率/轴功率,泵效率|轴功率,2,泵效率|轴功率,True
v106,1460,\\sect\{([^{}]+)\},水轮机效率/输出,水轮机效率|输出,2,水轮机效率|输出,True
v106,1462,\\sect\{([^{}]+)\},自由涡压差,自由涡压差,1,自由涡压差,True
v106,1464,\\sect\{([^{}]+)\},强迫涡压差,强迫涡压差,1,强迫涡压差,True
v106,1466,\\sect\{([^{}]+)\},声速,声速,1,声速,True
v106,1468,\\sect\{([^{}]+)\},滞止温度,滞止温度,1,滞止温度,True
v106,1470,\\sect\{([^{}]+)\},收缩管最大流量,收缩管最大流量,1,收缩管最大流量,True
v106,1472,\\sect\{([^{}]+)\},正激波后速度链,正激波后速度链,1,正激波后速度链,True
v106,1474,\\sect\{([^{}]+)\},PM膨胀压力比,PM膨胀压力比,1,PM膨胀压力比,True
v106,1476,\\sect\{([^{}]+)\},斜激波波角检查,斜激波波角检查,1,斜激波波角检查,True
v106,1478,\\sect\{([^{}]+)\},边界层位移厚度,边界层位移厚度,1,边界层位移厚度,True
v106,1480,\\sect\{([^{}]+)\},边界层动量厚度,边界层动量厚度,1,边界层动量厚度,True
v106,1482,\\sect\{([^{}]+)\},壁面剪应力,壁面剪应力,1,壁面剪应力,True
v106,1484,\\sect\{([^{}]+)\},两板间流量,两板间流量,1,两板间流量,True
v106,1486,\\sect\{([^{}]+)\},薄板两侧油膜剪力,薄板两侧油膜剪力,1,薄板两侧油膜剪力,True
v106,1488,\\sect\{([^{}]+)\},活塞/环隙油膜,活塞|环隙油膜,2,活塞|环隙油膜,True
v106,1490,\\sect\{([^{}]+)\},两层流体剪力,两层流体剪力,1,两层流体剪力,True
v106,1492,\\sect\{([^{}]+)\},气球受风偏角,气球受风偏角,1,气球受风偏角,True
v106,1494,\\sect\{([^{}]+)\},雷诺应力符号,雷诺应力符号,1,雷诺应力符号,True
v106,1496,\\sect\{([^{}]+)\},模型律,模型律,1,模型律,True
v106,1498,\\sect\{([^{}]+)\},模型力/压强换算,模型力|压强换算,2,模型力|压强换算,True
v106,1500,\\sect\{([^{}]+)\},答案末尾检查,答案末尾检查,1,答案末尾检查,True
v106,1503,\\sect\{([^{}]+)\},第六页补全：专题判断与查表子链,第六页补全|专题判断与查表子链,2,第六页补全|专题判断与查表子链,True
v106,1504,\\sect\{([^{}]+)\},喷管查表子链1,喷管查表子链,1,喷管查表子链,True
v106,1506,\\sect\{([^{}]+)\},喷管查表子链2,喷管查表子链,1,喷管查表子链,True
v106,1508,\\sect\{([^{}]+)\},激波查表子链,激波查表子链,1,激波查表子链,True
v106,1510,\\sect\{([^{}]+)\},斜激波查表子链,斜激波查表子链,1,斜激波查表子链,True
v106,1512,\\sect\{([^{}]+)\},PM查表子链,PM查表子链,1,PM查表子链,True
v106,1514,\\sect\{([^{}]+)\},Moody查图子链,Moody查图子链,1,Moody查图子链,True
v106,1516,\\sect\{([^{}]+)\},阻力图查图子链,阻力图查图子链,1,阻力图查图子链,True
v106,1518,\\sect\{([^{}]+)\},物性表查表子链,物性表查表子链,1,物性表查表子链,True
v106,1520,\\sect\{([^{}]+)\},惯性矩查表子链,惯性矩查表子链,1,惯性矩查表子链,True
v106,1522,\\sect\{([^{}]+)\},三角函数角度,三角函数角度,1,三角函数角度,True
v106,1525,\\sect\{([^{}]+)\},题目图像再识别,题目图像再识别,1,题目图像再识别,True
v106,1527,\\sect\{([^{}]+)\},图像：有大水面+管道+泵,图像|有大水面+管道+泵,2,图像|有大水面+管道+泵,True
v106,1529,\\sect\{([^{}]+)\},图像：管道变径,图像|管道变径,2,图像|管道变径,True
v106,1531,\\sect\{([^{}]+)\},图像：管道弯头,图像|管道弯头,2,图像|管道弯头,True
v106,1533,\\sect\{([^{}]+)\},图像：喷口射流,图像|喷口射流,2,图像|喷口射流,True
v106,1535,\\sect\{([^{}]+)\},图像：Laval喷管压力曲线,图像|Laval喷管压力曲线,2,图像|Laval喷管压力曲线,True
v106,1537,\\sect\{([^{}]+)\},图像：楔形物体,图像|楔形物体,2,图像|楔形物体,True
v106,1539,\\sect\{([^{}]+)\},图像：凹角/凸角,图像|凹角|凸角,3,图像|凹角|凸角,True
v106,1541,\\sect\{([^{}]+)\},图像：平板外流,图像|平板外流,2,图像|平板外流,True
v106,1543,\\sect\{([^{}]+)\},图像：圆柱/球外绕,图像|圆柱|球外绕,3,图像|圆柱|球外绕,True
v106,1545,\\sect\{([^{}]+)\},图像：两平板夹流体,图像|两平板夹流体,2,图像|两平板夹流体,True
v106,1547,\\sect\{([^{}]+)\},图像：同心圆管/环隙,图像|同心圆管|环隙,3,图像|同心圆管|环隙,True
v106,1549,\\sect\{([^{}]+)\},图像：旋转容器,图像|旋转容器,2,图像|旋转容器,True
v106,1551,\\sect\{([^{}]+)\},图像：自由涡水面,图像|自由涡水面,2,图像|自由涡水面,True
v106,1553,\\sect\{([^{}]+)\},图像：U形管振荡,图像|U形管振荡,2,图像|U形管振荡,True
v106,1556,\\sect\{([^{}]+)\},新卷通用定位矩阵：关键词$\to$模型,新卷通用定位矩阵|关键词|to|模型,4,新卷通用定位矩阵|关键词|to|模型,True
v106,1557,\\sect\{([^{}]+)\},第一眼先判“物质模型”,第一眼先判“物质模型”,1,第一眼先判“物质模型”,True
v106,1559,\\sect\{([^{}]+)\},题目问“求什么”,题目问“求什么”,1,题目问“求什么”,True
v106,1561,\\sect\{([^{}]+)\},"题干给速度场$u,v,w$",题干给速度场,1,题干给速度场,True
v106,1563,\\sect\{([^{}]+)\},题干给容器、液面、压差计、闸门,题干给容器|液面|压差计|闸门,4,题干给容器|液面|压差计|闸门,True
v106,1565,\\sect\{([^{}]+)\},题干给管路、泵、阀、弯头、粗糙度,题干给管路|弯头|粗糙度,3,题干给管路|弯头|粗糙度,True
v106,1567,\\sect\{([^{}]+)\},题干给喷嘴、射流、弯管受力,题干给喷嘴|射流|弯管受力,3,题干给喷嘴|射流|弯管受力,True
v106,1569,\\sect\{([^{}]+)\},"题干给$\phi,\psi,\Gamma$、源汇、圆柱、壁面",题干给|phi|psi|Gamma|源汇|圆柱|壁面,7,题干给|phi|psi|Gamma|源汇|圆柱|壁面,True
v106,1571,\\sect\{([^{}]+)\},"题干给$M,p_0,T_0,A^*,p_b$",题干给,1,题干给,True
v106,1573,\\sect\{([^{}]+)\},"题干给$\delta,C_f,C_D$或外绕物",题干给|delta|或外绕物,3,题干给|delta|或外绕物,True
v106,1575,\\sect\{([^{}]+)\},题干给模型、相似、无量纲,题干给模型|相似|无量纲,3,题干给模型|相似|无量纲,True
v106,1578,\\sect\{([^{}]+)\},新卷薄弱题通用补丁,新卷薄弱题通用补丁,1,新卷薄弱题通用补丁,True
v106,1579,\\sect\{([^{}]+)\},运动学长题,运动学长题,1,运动学长题,True
v106,1581,\\sect\{([^{}]+)\},连续/流函数/势函数证明,连续|流函数|势函数证明,3,连续|流函数|势函数证明,True
v106,1583,\\sect\{([^{}]+)\},相似律换算,相似律换算,1,相似律换算,True
v106,1585,\\sect\{([^{}]+)\},Buckingham易错,Buckingham易错,1,Buckingham易错,True
v106,1587,\\sect\{([^{}]+)\},边界层积分长题,边界层积分长题,1,边界层积分长题,True
v106,1589,\\sect\{([^{}]+)\},有压梯度/分离,有压梯度|分离,2,有压梯度|分离,True
v106,1591,\\sect\{([^{}]+)\},可压查表小表,可压查表小表,1,可压查表小表,True
v106,1593,\\sect\{([^{}]+)\},外绕流阻力图,外绕流阻力图,1,外绕流阻力图,True
v106,1595,\\sect\{([^{}]+)\},概念长答加分,概念长答加分,1,概念长答加分,True
v106,1598,\\sect\{([^{}]+)\},带教材查表/模型定位：补过程分,带教材查表|模型定位|补过程分,3,带教材查表|模型定位|补过程分,True
v106,1599,\\sect\{([^{}]+)\},查教材表三行格式,查教材表三行格式,1,查教材表三行格式,True
v106,1601,\\sect\{([^{}]+)\},模型冲突先判,模型冲突先判,1,模型冲突先判,True
v106,1603,\\sect\{([^{}]+)\},可压缩题查表入口,可压缩题查表入口,1,可压缩题查表入口,True
v106,1612,\\sect\{([^{}]+)\},粘性/阻力查表入口,粘性|阻力查表入口,2,粘性|阻力查表入口,True
v106,1621,\\sect\{([^{}]+)\},题干图像/文字不全时,题干图像|文字不全时,2,题干图像|文字不全时,True
v106,1623,\\sect\{([^{}]+)\},平板层流/矩形板摩擦型,平板层流|矩形板摩擦型,2,平板层流|矩形板摩擦型,True
v106,1625,\\sect\{([^{}]+)\},Laval管外膨胀/内激波/多波型,Laval管外膨胀|内激波|多波型,3,Laval管外膨胀|内激波|多波型,True
v106,1627,\\sect\{([^{}]+)\},复杂题考场流程,复杂题考场流程,1,复杂题考场流程,True
v106,1630,\\sect\{([^{}]+)\},数值替换模板,数值替换模板,1,数值替换模板,True
v106,1631,\\sect\{([^{}]+)\},模板：先写符号后代数,模板|先写符号后代数,2,模板|先写符号后代数,True
v106,1633,\\sect\{([^{}]+)\},模板：面积换算,模板|面积换算,2,模板|面积换算,True
v106,1635,\\sect\{([^{}]+)\},模板：速度换算,模板|速度换算,2,模板|速度换算,True
v106,1637,\\sect\{([^{}]+)\},模板：压强水头,模板|压强水头,2,模板|压强水头,True
v106,1639,\\sect\{([^{}]+)\},模板：雷诺数,模板|雷诺数,2,模板|雷诺数,True
v106,1641,\\sect\{([^{}]+)\},模板：损失水头,模板|损失水头,2,模板|损失水头,True
v106,1643,\\sect\{([^{}]+)\},模板：功率,模板|功率,2,模板|功率,True
v106,1645,\\sect\{([^{}]+)\},模板：风管/风扇,模板|风管|风扇,3,模板|风管|风扇,True
v106,1647,\\sect\{([^{}]+)\},模板：真空度/负表压,模板|真空度|负表压,3,模板|真空度|负表压,True
v106,1649,\\sect\{([^{}]+)\},模板：等熵压比,模板|等熵压比,2,模板|等熵压比,True
v106,1651,\\sect\{([^{}]+)\},模板：质量流量,模板|质量流量,2,模板|质量流量,True
v106,1653,\\sect\{([^{}]+)\},模板：压力中心,模板|压力中心,2,模板|压力中心,True
v106,1655,\\sect\{([^{}]+)\},模板：Stokes,模板|Stokes,2,模板|Stokes,True
v106,1657,\\sect\{([^{}]+)\},长推导/概念证明保分骨架,长推导|概念证明保分骨架,2,长推导|概念证明保分骨架,True
v106,1658,\\sect\{([^{}]+)\},证明题关键词卡,证明题关键词卡,1,证明题关键词卡,True
v106,1660,\\sect\{([^{}]+)\},流函数存在与物理意义,流函数存在与物理意义,1,流函数存在与物理意义,True
v106,1662,\\sect\{([^{}]+)\},速度势与单值性,速度势与单值性,1,速度势与单值性,True
v106,1664,\\sect\{([^{}]+)\},Kelvin定理推出Lagrange定理,Kelvin定理推出Lagrange定理,1,Kelvin定理推出Lagrange定理,True
v106,1666,\\sect\{([^{}]+)\},涡线、涡管、涡通量,涡线|涡管|涡通量,3,涡线|涡管|涡通量,True
v106,1668,\\sect\{([^{}]+)\},Helmholtz涡定理答句,Helmholtz涡定理答句,1,Helmholtz涡定理答句,True
v106,1670,\\sect\{([^{}]+)\},涡量矩/随体守恒题,涡量矩|随体守恒题,2,涡量矩|随体守恒题,True
v106,1672,\\sect\{([^{}]+)\},相似律严格答法,相似律严格答法,1,相似律严格答法,True
v106,1674,\\sect\{([^{}]+)\},Buckingham $\pi$写法,Buckingham|pi|写法,3,Buckingham|pi|写法,True
v106,1676,\\sect\{([^{}]+)\},边界层积分推导入口,边界层积分推导入口,1,边界层积分推导入口,True
v106,1678,\\sect\{([^{}]+)\},水击/水波最小保分,水击|水波最小保分,2,水击|水波最小保分,True
v106,1680,\\sect\{([^{}]+)\},坐标、单位、负号,坐标|单位|负号,3,坐标|单位|负号,True
v106,1683,\\sect\{([^{}]+)\},题图决策卡,题图决策卡,1,题图决策卡,True
v106,1684,\\sect\{([^{}]+)\},图里有“自由液面”,图里有“自由液面”,1,图里有“自由液面”,True
v106,1686,\\sect\{([^{}]+)\},图里有“压力表”,图里有“压力表”,1,图里有“压力表”,True
v106,1688,\\sect\{([^{}]+)\},图里有“U形压差计”,图里有“U形压差计”,1,图里有“U形压差计”,True
v106,1690,\\sect\{([^{}]+)\},图里有“铰链+拉杆”,图里有“铰链+拉杆”,1,图里有“铰链+拉杆”,True
v106,1692,\\sect\{([^{}]+)\},图里有“弯头/喷嘴出口”,图里有“弯头|喷嘴出口”,2,图里有“弯头|喷嘴出口”,True
v106,1694,\\sect\{([^{}]+)\},图里有“泵在吸水侧”,图里有“泵在吸水侧”,1,图里有“泵在吸水侧”,True
v106,1696,\\sect\{([^{}]+)\},图里有“水轮机”,图里有“水轮机”,1,图里有“水轮机”,True
v106,1698,\\sect\{([^{}]+)\},图里有“突然扩大/缩小”,图里有“突然扩大|缩小”,2,图里有“突然扩大|缩小”,True
v106,1700,\\sect\{([^{}]+)\},图里有“圆管层流”,图里有“圆管层流”,1,图里有“圆管层流”,True
v106,1702,\\sect\{([^{}]+)\},图里有“平板零攻角”,图里有“平板零攻角”,1,图里有“平板零攻角”,True
v106,1704,\\sect\{([^{}]+)\},图里有“圆柱/球绕流”,图里有“圆柱|球绕流”,2,图里有“圆柱|球绕流”,True
v106,1706,\\sect\{([^{}]+)\},图里有“喉部”,图里有“喉部”,1,图里有“喉部”,True
v106,1708,\\sect\{([^{}]+)\},图里有“背压$p_b$”,图里有“背压,1,图里有“背压,True
v106,1710,\\sect\{([^{}]+)\},图里有“正激波”,图里有“正激波”,1,图里有“正激波”,True
v106,1712,\\sect\{([^{}]+)\},图里有“斜面压缩角”,图里有“斜面压缩角”,1,图里有“斜面压缩角”,True
v106,1714,\\sect\{([^{}]+)\},图里有“凸角膨胀”,图里有“凸角膨胀”,1,图里有“凸角膨胀”,True
v106,1717,\\sect\{([^{}]+)\},题图常见误判,题图常见误判,1,题图常见误判,True
v106,1718,\\sect\{([^{}]+)\},喷管出口线,喷管出口线,1,喷管出口线,True
v106,1720,\\sect\{([^{}]+)\},喉部面积,喉部面积,1,喉部面积,True
v106,1722,\\sect\{([^{}]+)\},平均速度,平均速度,1,平均速度,True
v106,1724,\\sect\{([^{}]+)\},表压零点,表压零点,1,表压零点,True
v106,1726,\\sect\{([^{}]+)\},方向符号,方向符号,1,方向符号,True
v106,1728,\\sect\{([^{}]+)\},摩擦面积,摩擦面积,1,摩擦面积,True
v106,1730,\\sect\{([^{}]+)\},局部损失速度,局部损失速度,1,局部损失速度,True
v106,1732,\\sect\{([^{}]+)\},激波查表,激波查表,1,激波查表,True
v106,1734,\\sect\{([^{}]+)\},应力题,应力题,1,应力题,True
v106,1737,\\sect\{([^{}]+)\},概念短答库：照三句写,概念短答库|照三句写,2,概念短答库|照三句写,True
v106,1738,\\sect\{([^{}]+)\},简答题首句索引,简答题首句索引,1,简答题首句索引,True
v106,1740,\\sect\{([^{}]+)\},连续介质,连续介质,1,连续介质,True
v106,1742,\\sect\{([^{}]+)\},欧拉/拉格朗日,欧拉|拉格朗日,2,欧拉|拉格朗日,True
v106,1744,\\sect\{([^{}]+)\},控制体/系统/质量动量能量守恒,控制体|系统|质量动量能量守恒,3,控制体|系统|质量动量能量守恒,True
v106,1747,\\sect\{([^{}]+)\},当地/迁移/随体导数,当地|迁移|随体导数,3,当地|迁移|随体导数,True
v106,1749,\\sect\{([^{}]+)\},层流/湍流/渐变流,层流|湍流|渐变流,3,层流|湍流|渐变流,True
v106,1751,\\sect\{([^{}]+)\},Re/Fr冲突/水波/水击,Re|Fr冲突|水波|水击,4,Re|Fr冲突|水波|水击,True
v106,1753,\\sect\{([^{}]+)\},孔板/自由射流,孔板|自由射流,2,孔板|自由射流,True
v106,1755,\\sect\{([^{}]+)\},阻力危机/减阻,阻力危机|减阻,2,阻力危机|减阻,True
v106,1757,\\sect\{([^{}]+)\},势函数/流函数/阻塞/激波,势函数|流函数|阻塞|激波,4,势函数|流函数|阻塞|激波,True
v106,1760,\\sect\{([^{}]+)\},边界层特点/积分题/指数律,边界层特点|积分题|指数律,3,边界层特点|积分题|指数律,True
v106,1761,\\sect\{([^{}]+)\},三个厚度,三个厚度,1,三个厚度,True
v106,1767,\\sect\{([^{}]+)\},常见速度剖面结果/1/n指数律,常见速度剖面结果|n指数律,2,常见速度剖面结果|n指数律,True
v106,1774,\\sect\{([^{}]+)\},Karman--Pohlhausen配边界,Karman|Pohlhausen配边界,2,Karman|Pohlhausen配边界,True
v106,1776,\\sect\{([^{}]+)\},平板阻力,平板阻力,1,平板阻力,True
v106,1778,\\sect\{([^{}]+)\},分离判断,分离判断,1,分离判断,True
v106,1781,\\sect\{([^{}]+)\},量纲相似+推导骨架,量纲相似+推导骨架,1,量纲相似+推导骨架,True
v106,1782,\\sect\{([^{}]+)\},量纲齐次/Rayleigh写法,量纲齐次|Rayleigh写法,2,量纲齐次|Rayleigh写法,True
v106,1784,\\sect\{([^{}]+)\},Buckingham $\pi$/相似准则流程,Buckingham|pi|相似准则流程,3,Buckingham|pi|相似准则流程,True
v106,1795,\\sect\{([^{}]+)\},一维N--S/H--P骨架,一维N|P骨架,2,一维N|P骨架,True
v106,1799,\\sect\{([^{}]+)\},边界条件翻译表,边界条件翻译表,1,边界条件翻译表,True
v106,1802,\\sect\{([^{}]+)\},高频计算/查表/控制体收口,高频计算|查表|控制体收口,3,高频计算|查表|控制体收口,True
v106,1811,\\sect\{([^{}]+)\},新题反向定位/收口,新题反向定位|收口,2,新题反向定位|收口,True
v106,1822,\\sect\{([^{}]+)\},公式禁用快判,公式禁用快判,1,公式禁用快判,True
v108,136,\\chap\{([^{}]+)\},母题1 管路/静水/CV/基础读题：题干词到模型到公式链,母题|管路|静水|CV|基础读题|题干词到模型到公式链,6,母题|管路|静水|CV|基础读题|题干词到模型到公式链,True
v108,139,\\sect\{([^{}]+)\},两油箱/水池--变径管PVZ主例,两油箱|水池|变径管PVZ主例,3,两油箱|水池|变径管PVZ主例,True
v108,141,\\sect\{([^{}]+)\},两油箱变径管15分真题：两问标准套写,两油箱变径管|分真题|两问标准套写,3,两油箱变径管|分真题|两问标准套写,True
v108,143,\\sect\{([^{}]+)\},新卷读题定位法,新卷读题定位法,1,新卷读题定位法,True
v108,148,\\sect\{([^{}]+)\},题干关键词定位,题干关键词定位,1,题干关键词定位,True
v108,161,\\sect\{([^{}]+)\},常数与基本量,常数与基本量,1,常数与基本量,True
v108,166,\\sect\{([^{}]+)\},连续性,连续性,1,连续性,True
v108,169,\\sect\{([^{}]+)\},控制体动量/动量守恒模板,控制体动量|动量守恒模板,2,控制体动量|动量守恒模板,True
v108,180,\\sect\{([^{}]+)\},伯努利/机械能,伯努利|机械能,2,伯努利|机械能,True
v108,186,\\sect\{([^{}]+)\},静水压常见题流程,静水压常见题流程,1,静水压常见题流程,True
v108,190,\\sect\{([^{}]+)\},要求量$\to$首写/公式链$\to$检查点,要求量|to|首写|公式链|to|检查点,6,要求量|to|首写|公式链|to|检查点,True
v108,198,\\sect\{([^{}]+)\},建模第一句话,建模第一句话,1,建模第一句话,True
v108,201,\\sect\{([^{}]+)\},模型首句模板,模型首句模板,1,模型首句模板,True
v108,203,\\sect\{([^{}]+)\},速度场题,速度场题,1,速度场题,True
v108,205,\\sect\{([^{}]+)\},运动描述名词,运动描述名词,1,运动描述名词,True
v108,207,\\sect\{([^{}]+)\},旋度/应变/应力,旋度|应变|应力,3,旋度|应变|应力,True
v108,209,\\sect\{([^{}]+)\},静水压补充模板,静水压补充模板,1,静水压补充模板,True
v108,211,\\sect\{([^{}]+)\},量纲分析模板,量纲分析模板,1,量纲分析模板,True
v108,213,\\sect\{([^{}]+)\},控制体受力图检查,控制体受力图检查,1,控制体受力图检查,True
v108,215,\\sect\{([^{}]+)\},应力张量题,应力张量题,1,应力张量题,True
v108,217,\\sect\{([^{}]+)\},圆柱切平面M点应力,圆柱切平面M点应力,1,圆柱切平面M点应力,True
v108,220,\\sect\{([^{}]+)\},平面受压常用惯性矩,平面受压常用惯性矩,1,平面受压常用惯性矩,True
v108,222,\\sect\{([^{}]+)\},小孔/水箱出流,小孔|水箱出流,2,小孔|水箱出流,True
v108,224,\\sect\{([^{}]+)\},U管振荡,U管振荡,1,U管振荡,True
v108,228,\\sect\{([^{}]+)\},静力学、运动学、张量模型速解,静力学|运动学|张量模型速解,3,静力学|运动学|张量模型速解,True
v108,229,\\sect\{([^{}]+)\},压强单位换算,压强单位换算,1,压强单位换算,True
v108,231,\\sect\{([^{}]+)\},平面闸门答题骨架,平面闸门答题骨架,1,平面闸门答题骨架,True
v108,233,\\sect\{([^{}]+)\},曲面闸门答题骨架,曲面闸门答题骨架,1,曲面闸门答题骨架,True
v108,235,\\sect\{([^{}]+)\},相对平衡,相对平衡,1,相对平衡,True
v108,237,\\sect\{([^{}]+)\},浮力和稳定,浮力和稳定,1,浮力和稳定,True
v108,239,\\sect\{([^{}]+)\},迹线/流线/脉线,迹线|流线|脉线,3,迹线|流线|脉线,True
v108,241,\\sect\{([^{}]+)\},加速度题模板,加速度题模板,1,加速度题模板,True
v108,243,\\sect\{([^{}]+)\},应力张量标准解,应力张量标准解,1,应力张量标准解,True
v108,245,\\sect\{([^{}]+)\},应力对称原因,应力对称原因,1,应力对称原因,True
v108,247,\\sect\{([^{}]+)\},流体微团运动分解,流体微团运动分解,1,流体微团运动分解,True
v108,249,\\sect\{([^{}]+)\},维数分析常用组合,维数分析常用组合,1,维数分析常用组合,True
v108,251,\\sect\{([^{}]+)\},伯努利、动量、能量方程模型速解,伯努利|动量|能量方程模型速解,3,伯努利|动量|能量方程模型速解,True
v108,252,\\sect\{([^{}]+)\},伯努利适用性,伯努利适用性,1,伯努利适用性,True
v108,254,\\sect\{([^{}]+)\},皮托管/文丘里/孔板,皮托管|文丘里|孔板,3,皮托管|文丘里|孔板,True
v108,256,\\sect\{([^{}]+)\},虹吸管,虹吸管,1,虹吸管,True
v108,258,\\sect\{([^{}]+)\},弯管受力,弯管受力,1,弯管受力,True
v108,260,\\sect\{([^{}]+)\},射流冲击平板,射流冲击平板,1,射流冲击平板,True
v108,262,\\sect\{([^{}]+)\},喷嘴/消防水枪反力,喷嘴|消防水枪反力,2,喷嘴|消防水枪反力,True
v108,264,\\sect\{([^{}]+)\},水轮机/泵符号,水轮机|泵符号,2,水轮机|泵符号,True
v108,266,\\sect\{([^{}]+)\},大水池到大水池,大水池到大水池,1,大水池到大水池,True
v108,268,\\sect\{([^{}]+)\},压力表截面,压力表截面,1,压力表截面,True
v108,270,\\sect\{([^{}]+)\},管路损失综合题,管路损失综合题,1,管路损失综合题,True
v108,272,\\sect\{([^{}]+)\},粗糙度使用,粗糙度使用,1,粗糙度使用,True
v108,274,\\sect\{([^{}]+)\},泵安装高度,泵安装高度,1,泵安装高度,True
v108,276,\\sect\{([^{}]+)\},水轮机功率,水轮机功率,1,水轮机功率,True
v108,278,\\sect\{([^{}]+)\},通用题干关键词套写索引,通用题干关键词套写索引,1,通用题干关键词套写索引,True
v108,279,\\sect\{([^{}]+)\},静水压/伯努利/动量,静水压|伯努利|动量,3,静水压|伯努利|动量,True
v108,281,\\sect\{([^{}]+)\},表值未算出时,表值未算出时,1,表值未算出时,True
v108,283,\\sect\{([^{}]+)\},标准卷面模板,标准卷面模板,1,标准卷面模板,True
v108,285,\\sect\{([^{}]+)\},通用数值题公式链骨架,通用数值题公式链骨架,1,通用数值题公式链骨架,True
v108,286,\\sect\{([^{}]+)\},泵吸水安装高度/汽蚀,泵吸水安装高度|汽蚀,2,泵吸水安装高度|汽蚀,True
v108,288,\\sect\{([^{}]+)\},水轮机/泵管路功率,水轮机|泵管路功率,2,水轮机|泵管路功率,True
v108,290,\\sect\{([^{}]+)\},应力张量指定平面,应力张量指定平面,1,应力张量指定平面,True
v108,292,\\sect\{([^{}]+)\},教材可查表项目和速查表衔接,教材可查表项目和速查表衔接,1,教材可查表项目和速查表衔接,True
v108,293,\\sect\{([^{}]+)\},Moody图怎么用,Moody图怎么用,1,Moody图怎么用,True
v108,295,\\sect\{([^{}]+)\},高风险易混概念对照,高风险易混概念对照,1,高风险易混概念对照,True
v108,296,\\sect\{([^{}]+)\},"$p_0,p^*,p_e,p_b$",,0,,False
v108,298,\\sect\{([^{}]+)\},平均速度/最大速度/摩擦速度,平均速度|最大速度|摩擦速度,3,平均速度|最大速度|摩擦速度,True
v108,300,\\sect\{([^{}]+)\},表面积/迎风面积/截面积,表面积|迎风面积|截面积,3,表面积|迎风面积|截面积,True
v108,302,\\sect\{([^{}]+)\},局部损失/沿程损失,局部损失|沿程损失,2,局部损失|沿程损失,True
v108,304,\\sect\{([^{}]+)\},绝压/表压,绝压|表压,2,绝压|表压,True
v108,306,\\sect\{([^{}]+)\},按题干关键词选公式,按题干关键词选公式,1,按题干关键词选公式,True
v108,307,\\sect\{([^{}]+)\},“定常一维绝热”,“定常一维绝热”,1,“定常一维绝热”,True
