unit_id,source_item_id,split_no,chapter,topic_folder,mother,child_type,confidence,represent_score,need_original_confirm,source_group,source_label,question_no,question_text,source_file
U00412,Q0381,1,第3章 运动学与应力,03_流体运动学_连续_应力张量,母题3：运动学/连续/应力张量,速度场/加速度/流线/连续方程/应力向量,中,18,否,课本教材题-张扬军文本,流体力学教材_text.txt,3.1,"3.1.2 欧拉法 欧拉法通过下面两个方面来描述整个流体的运动状态。首先，在空间某一固定点上描述 ·34· 流 体 力 学 流体各种物理量(如速度、压强等)随时间的变化规律；其次，描述相邻空间点上这些物理量 的变化规律。需要特别指出的是，空间点与流体质点是两个概念，不能混淆。流体运动时， 同一个空间点在不同的时刻会由不同的流体质点所占据。空间各点上流体的物理量是指占据 这些空间点的各个流体质点的物理量。显然，在欧拉法中各个物理量将是时间 t 和空间点坐 标 q1,q2 ,q3 的函数。例如，流体的速度、密度、压强可表示为 ⎧V = V ( q1 , q2 , q3 , t ) ⎨ ρ = ρ ( q1 , q2 , q3 , t ) (3.1.15) ⎪ p = p (q , q , q ,t ) ⎩ 1 2 3 这些用以识别空间点的坐标 q1,q2 ,q3 及时间 t 称为欧拉变量。在笛卡儿直角坐标系中速度 场可表示为 V = V ( x, y, z, t ) (3.1.16) ⎧ u = u ( x, y , z , t ) 或表示成分量的形式 ⎨ v = v ( x, y , z , t ) (3.1.17) ⎪ w = w ( x, y , z , t ) 欧拉法以固定于空间中的一组坐标来表示流体质点在不同时刻的运动状态，这组坐标通 常称为欧拉坐标。根据连续介质假设，一个流体质点占据一个空间点，从而与欧拉坐标是一 一对应的。很显然，欧拉法着眼于空间点，将流体的运动和物理参数直接表示为空间坐标与 时间的函数，而不是沿运动轨迹去跟踪流体质点。按照欧拉法的观点，对流动特性的研究， 从数学上来讲，可以转化为对含有时间 t 的标量场和向量场的研究，即 Φ = Φ ( q1, q2 , q3 , t ) (3.1.18) 其中， Φ 代表流体的某个物理量，如速度、压强、温度等。 分析流体的运动，必须考察每个空间点上流体的运动变化。通常把充满流体的空间称为 流场。欧拉法把流场的运动要素和物理量都用场的形式表达，因此可以直接将场论知识用于 流体力学问题的分析。在欧拉法中，若流场中各点的流体物理量 Φ 都不随时间变化，那么就 称该流场为定常流场。对于定常流场，有 =0 (3.1.19) 值得指出，拉格朗日法和欧拉法只不过是描述运动的两种方法，拉格朗日法着眼于流体 质点，跟踪流体质点描述其运动历程。欧拉法着眼于空间点，研究流体质点流经空间各固定 点的运动特性。在现代先进的粒子图像测速(particle image velocimetry，PIV)技术中，采用示 踪粒子来进行流场速度测量的方法为典型的拉格朗日法。欧拉法是描述流体运动常用的一种 方法，由欧拉于 1755 年提出。",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00108,Q0105,1,第3章 运动学与应力,03_流体运动学_连续_应力张量,母题3：运动学/连续/应力张量,速度场/加速度/流线/连续方程/应力向量,中,17,否,课本/作业整理题,何枫第5章_按课件内容匹配题目_最终纠正版.tex,5.3,"书 4.3、补充证明题} & 平面涡量输运、涡面保持、涡管强度保持。\\ \midrule 同章但非本课件主线 & 4.4 & 这些可作为扩展或老师额外布置；不要作为“何枫第5章核心题”优先复习。\\ \bottomrule \end{longtable} \section*{2. 原题页} 下面页中含有相关题，也含有非本课件主线题。核心只看：4.1、4.2、4.3、4.4、4.10、4.12、S4.1--S4.3。 \includegraphics[width=\textwidth,height=0.88\textheight,keepaspectratio]{correct_ch4_assets/zhang_ch4_p-161.png} \clearpage \includegraphics[width=\textwidth,height=0.91\textheight,keepaspectratio]{correct_ch4_assets/zhang_ch4_p-162.png} \clearpage \includegraphics[width=\textwidth,height=0.91\textheight,keepaspectratio]{correct_ch4_assets/zhang_ch4_p-163.png} \clearpage \includegraphics[width=\textwidth,height=0.91\textheight,keepaspectratio]{correct_ch4_assets/zhang_ch4_p-164.png} \clearpage \section*{3. 课件 5.1：Euler 方程与物面条件} \subsection*{核心公式} 理想流体应力张量 \bm P=-p\bm I. 动量方程化为 Euler 方程 \boxed{ \frac{\partial\bm V}{\partial t} +\bm V\cdot\nabla\bm V =\bm f-\frac{\nabla p}{\rho}} \boxed{ \frac{\D\bm V}{\D t} =\bm f-\frac{\nabla p}{\rho}.} 理想流体在固壁上允许滑移，但不允许穿透： \boxed{(\bm V-\bm V_b)\cdot\bm n=0.} \subsection*{",D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\何枫第5章_按课件内容匹配题目_最终纠正版.tex
U00266,Q0260,1,第3章 运动学与应力,03_流体运动学_连续_应力张量,母题3：运动学/连续/应力张量,速度场/加速度/流线/连续方程/应力向量,中,16,否,课本/作业整理题,第5章第6章流体力学作业_标准教案.tex,未编号,"\begin{center} \begin{tabular}{p{0.24\linewidth}p{0.34\linewidth}p{0.32\linewidth}} \toprule 题型 & 第一步 & 核心公式 \\ \midrule 环量题 & 判断速度与路径方向 & $\Gamma=\oint_C\bm V\cdot\dd\bm s$ \\ 球对称径向流 & 用球面流量守恒 & $4\pi r^2v_r=4\pi R^2\dot R$ \\ 非定常理想流压力 & 用非定常伯努利 & $\varphi_t+V^2/2+p/\rho=C(t)$ \\ 管内刚启动压力 & 用一维非定常运动方程 & $\dd p/\dd s=\rho(g_s-a)$ \\ 不可压判断 & 算速度散度 & $u_x+v_y=0$ \\ 无旋判断 & 算涡量 & $\omega_z=v_x-u_y$ \\ 速度势 & 对速度分量积分 & $u=\varphi_x,\ v=\varphi_y$ \\ 流函数 & 对速度分量积分 & $u=\psi_y,\ v=-\psi_x$ \\ 平板剪切流 & 用边界条件定线性分布 & $u=U_0y/h$ \\ \bottomrule \end{tabular} \end{center}",D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章第6章流体力学作业_标准教案.tex
U00104,Q0101,2,第3章 运动学与应力,03_流体运动学_连续_应力张量,母题3：运动学/连续/应力张量,速度场/加速度/流线/连续方程/应力向量,中,15,否,课本/作业整理题,何枫第5章_按课件内容匹配题目_最终纠正版.pdf,4,(0) = 0. 2 所以振荡规律 h0 2g z2 = cos t. 2 L T = 2π . 2g r r h0 2g 2g V = ż2 = − sin t. 2 L L 课件例题：直角管突然打开阀门，t = 0 压力分布 竖直管和水平管长度均为 L，等截面。A 端、B 端均通大气。阀门刚打开时，速度仍为零，但有 加速度 a。 沿 A 到 B 的整段水柱积分： pa pa 2La + +0 = + gL. ρ ρ a= . 2 竖直段任意点，设高度为 z，从弯头算起 0 ≤ z ≤ L。A 到该点长度为 L − z， p pa a(L − z) + + gz = + gL. ρ ρ 代入 a = g/2，得 1 p = pa + ρg(L − z). 2 10 水平段任意点，设距弯头为 x，0 ≤ x ≤ L。A 到该点长度为 L + x，高度为 0： p pa a(L + x) + = + gL. ρ ρ 1 p = pa + ρg(L − x). 2 课件例题：直角管 t > 0 自由面运动 设竖管中剩余水柱高度为 h(t)，水平管长仍为 L。流速 V =− . 沿自由面到 B 端积分，因两端压强均为 pa ，且两端速度相同，动能项抵消： (h + L) = gh. 用 V = −ḣ，得 (h + L)ḧ + gh = 0. 压力分布仍按 ∂V dV ∂t dt 代入非定常积分求。,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\何枫第5章_按课件内容匹配题目_最终纠正版.pdf
U00237,Q0231,1,第4章 动力学基础,02_Bernoulli_机械能_动量控制体,母题2：Bernoulli/PVZ/控制体动量,机械能方程/PVZ/孔口出流/虹吸,中,37,否,课本/作业整理题,第5章第6章流体力学作业_标准教案.pdf,3,"3. 代入非定常伯努利方程求压力。 板书步骤 因为流动是球对称径向流，任意半径 r 球面上的体积流量相等： 4πr2 vr = 4πR2 Ṙ. R2 Ṙ vr = . r2 4 R = 1 + 3t, Ṙ = 3, 3(1 + 3t)2 vr = . r2 vr = 可取速度势 R2 Ṙ φ=− . 非定常伯努利方程为 ∂φ v 2 p p∞ + + = . ∂t 2 ρ ρ ∂φ v 2 p = p∞ − ρ + . ∂t 2 ∂φ 1d 2 =− (R Ṙ), ∂t r dt R2 Ṙ = 3R2 , d 2 d (R Ṙ) = (3R2 ) = 6RṘ = 18(1 + 3t). dt dt 同时 !2 v2 1 R2 Ṙ R4 Ṙ2 = = . 2 2 r2 2r4 代入得 1d 2 R4 Ṙ2 p = p∞ + ρ (R Ṙ) − ρ . r dt 2r4 18ρ(1 + 3t) 9ρ(1 + 3t)4 p = p∞ + − . r 2r4 18ρ(1 + 3t) 9ρ(1 + 3t)4 p(r, t) = p∞ + − r 2r4 r ≥ R(t) = 1 + 3t. 5 易错点 • 这是非定常流动，伯努利方程里不能漏掉 ∂φ/∂t。 • 球对称流动的连续方程是 4πr2 vr = 常数，不是 2πrvr = 常数。 • 速度势取负号是因为 ∂(−A/r)/∂r = A/r2 。 题 3：弯管中水柱刚启动的压力分布与排空时间 题意 大气压为 pa ，等直径玻璃管被弯成 120◦ 弯管，管中有密度为 ρ 的水。管末端装有阀 门，打开阀门后水在重力作用下流出，管位于竖直平面内。 图 (a) 中竖直段长 L1 ，倾斜段长 L2 ，求 t = 0 阀门刚打开时管内压力分布。 图 (b) 中初始时只有倾斜段内盛满水，求打开阀门后水流光所需时间。 讲解思路 这题要先把几何关系讲清楚：弯管夹角为 120◦ ，因此倾斜段与水平夹角为 30◦ ， 倾斜段的竖直高度差为 L2 L2 sin 30◦ = 2 图 (a) 中整段水柱作为一个整体刚开始加速。设水柱沿管方向的加速度为 a0 。 图 (a) 板书步骤 总水柱长度为 L = L1 + L 2 . 总高度差为 1 H = L1 + L 2 . 2 两端压力均为大气压，所以推动水柱的净重力头为 H，水柱长度为 L，因此 gH g L1 + 21 L2 a0 = = . L L 1 + L2 g L1 + 12 L2 a0 = . L1 + L2 竖直段中，取 s 为从上端自由液面向下的距离，则 0 ≤ s ≤ L1 . 沿竖直向下方向， = ρ(g − a0 ). 且s=0处 p = pa . 所以竖直段压力分布为 p = pa + ρ(g − a0 )s, 0 ≤ s ≤ L1 . 6 倾",D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章第6章流体力学作业_标准教案.pdf
U00469,Q0421,2,第4章 动力学基础,06_粘性管路_沿程局部损失_泵水轮机,母题2：Bernoulli/PVZ/控制体动量,控制体动量/弯管/喷嘴/叶片受力,高,32,否,课本教材题-张扬军文本,流体力学教材_text.txt,6.3,6-5 (a)叶轮机械示意图和(b)一个叶片通道 轴线以等角速度旋转。叶轮入口直径为 d1 ，叶 控制体 轮上有 N 个叶片，叶轮出口直径为 d2 。相对于 第 6 章 动量方程及动量矩方程 ·75· 旋转叶轮，流体流入及流出的相对速度为 w1 和 w2 ，它们与叶轮周向速度之间的夹角分别称为 入口安装角 β 和出口安装角 β ，流经叶轮的流体质量流量为 M 。接下来，将介绍如何采用 1 2 流体力学的积分型动量矩方程来计算叶轮对流体所做的功。 实际叶轮中的流动比较复杂，因此需要进行一些简化以求得简便的工程计算公式。首先， 假定叶片很薄，其厚度对流动的影响忽略不计；其次，假定任意两叶片间的流动都相同，即 流动参数沿周向均匀分布；最后，假定流动是平面流，即流动参数沿轴向不变。取固结于叶 轮的旋转坐标系，在其中以两叶片的壁面和进、出口截面 ABCD 建立控制体，如图 6-5(b)所 示。令流动是平面的，轴向取单位长度。由于存在惯性效应，在旋转坐标系中质量力除重力 外还应包括惯性力。对于等速旋转的叶轮，牵连加速度只有向心加速度，故惯性力强度为 − a = −ω × (ω × r ) − 2ω × w = ω 2 r + 2 w × ω (6.3.1) 其中， ω 为叶轮旋转角速度矢量； w 为流体相对于旋转叶轮的运动速度； r 为平面极坐标位 置矢量。式(6.3.1)右端第一项为离心惯性力强度，第二项为科氏惯性力强度。 在旋转坐标系中，流体做定常流动，在图 6-5(b)所示控制体上建立质量守恒方程或连续 性方程，可以得到 ∫∫ ρ ( w ⋅ n) dS = 0 在叶片表面上，速度无穿透， w ⋅ n = 0 ，故连续性方程可以化简为 − ∫∫ ρ1 w1 ⋅ n1dS = ∫∫ ρ 2 w 2 ⋅ n2 dS = M N (6.3.2) S1 S2 由于忽略了叶片的厚度，所以 S1 = πd1 / N ， S2 = πd2 / N ， N 为叶轮上的叶片数，在极坐 标中式(6.3.2)还可写成 2π N ∫0 ρ w ⋅ rdθ = M N (6.3.3) 为求叶轮对流体所做的功，首先应采用动量矩方程求出叶轮对流体作用的力矩。在随叶 轮旋转的坐标系中，相对运动定常，故局部导数项为零。动量矩方程可化简为,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00014,Q0014,1,第4章 动力学基础,02_Bernoulli_机械能_动量控制体,母题2：Bernoulli/PVZ/控制体动量,能量方程与动量方程,低-按原文件夹归类,26,否,往年期末题-主目录,工程流体力学期末考试及答案.pdf,9,9.水流过一段转弯变径管，如图所示，已知小管径 d1=200mm，截面压力 p1=70kPa，大管径 d2=400mm，压 力 p2=40kPa，流速 v2=1m/s。两截面中心高度差 z=1m，求管中流量及水流方向。（12 分）,D:\虚拟C盘\学习\流体力学\题库\期末试题\工程流体力学期末考试及答案.pdf
U00455,Q0412,3,第4章 动力学基础,02_Bernoulli_机械能_动量控制体,母题2：Bernoulli/PVZ/控制体动量,控制体动量/弯管/喷嘴/叶片受力,中,22,否,课本教材题-张扬军文本,流体力学教材_text.txt,4.3,4-5 所示，水在三岔管道中流过，假设流动是定常的，进、出口流速分布是均 匀的。在 t = 20s 时控制体与系统重合，如图 4-2 送 风 管 道 的 截 面 积 A1 = 1m2 ， 体 积 流 量 Q1 = 108000m3 /h ， 静 压 ( 表 压 ) p1 = 0.267N/cm2 ，风温 t1 = 28℃ 。管道经过一段距离以及弯管、大小节、收缩管段后，截面 积变为 A2 = 0.64m2 、静压下降为 p2 = 0.133N/cm2 ，温度变为 t2 = 24℃ 。测得当地大气压为 pa = 760mmHg 。求截面积 A2 处的质量流量 G2 、体积流量 Q2 ，以及两个截面上的平均流速 v1 、 v2 。,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00464,Q0419,1,第4章 动力学基础,02_Bernoulli_机械能_动量控制体,母题2：Bernoulli/PVZ/控制体动量,控制体动量/弯管/喷嘴/叶片受力,高,22,否,课本教材题-张扬军文本,流体力学教材_text.txt,2,2. 净动量流率项 式(6.1.3)中，控制体的净动量流率项 ∫∫ ρV (V ⋅ n ) dS 是对控制面的面积分。通常情况下， 当控制面上流体速度分布不均匀时，要通过积分才能求出。但若适当选择控制体，使 V 和 ρ 在 控制面上均匀分布，这时净动量流率为流出和流入控制体的动量流率之差，可通过式(6.1.10) 计算： ∫∫ ρV (V ⋅ n) dS = ∑ ( ρQV )o − ∑ ( ρ QV )i (6.1.10) 其中，下标 o 和 i 分别代表控制体出口和入口。式(6.1.10)是矢量方程，求解时同样可将其在 笛卡儿直角坐标系中分解为沿 x、y、z 三个坐标方向的分量 第 6 章 动量方程及动量矩方程 ·69· ⎪ ∫∫ ρ u (V ⋅ n ) dS = ∑ ( ρ Qu )o − ∑ ( ρ Qu )i ⎨ ∫∫ ρ v (V ⋅ n ) dS = ∑ ( ρ Qv )o − ∑ ( ρ Qv )i (6.1.11) ⎪ ∫∫ ρ w (V ⋅ n ) dS = ∑ ( ρ Qw)o − ∑ ( ρ Qw)i ⎩⎪ S 在使用式(6.1.11)时，应特别注意坐标方向与速度分量 u、 v、 w 方向之间的关系。如果坐 标方向与速度分量方向一致，动量流率项为正值；如果坐标方向与速度分量方向相反，动量 流率项为负值。动量方程适用于求解流体与固体之间的相互作用问题。在应用动量方程时， 应选择合适的控制体，确定合适的坐标系。然后，将已知外力、动量向所确定的坐标轴投影， 求得在该方向上的分量。假定待求力的方向与所确定的坐标方向一致，若最后计算结果是正 值，则待求力的方向与假定一致，沿坐标轴正向；若计算结果是负值，则待求力的方向与假 定相反，即沿坐标轴负向。 例题,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00448,Q0407,1,第4章 动力学基础,02_Bernoulli_机械能_动量控制体,母题2：Bernoulli/PVZ/控制体动量,控制体动量/弯管/喷嘴/叶片受力,中,21,否,课本教材题-张扬军文本,流体力学教材_text.txt,4.1,4.1 节给出了系统和控制体的定义，本节将对两者中流体参数之间的关联关系，即雷诺输 ·54· 流 体 力 学 运定理进行介绍。图 4-3 为流体系统通过控制体的情况，流体系统在 t 时刻位于图 4-3(a)中封 闭虚线所示的区域。令系统在 t 时刻所占据的空间刚好与所选择的控制体重合， t 时刻系统内 的流体即控制体内部的流体。 t 时刻之后，流体系统运动离开原有位置，在 t + Δt 时刻，系统 运动到图 4-3(b)中封闭虚线所示区域。 图 4-3 流体系统通过控制体的情形 令 Q 是系统内流体的任一物理量，如质量、能量或动量等。现在推导系统内物理量 Q 随 时间的变化率与控制体内物理量 Q 随时间的变化率之间的关系。如图 4-3(b)所示，可把 t 时刻 和 t + Δt 时刻的系统分成三个区域。在 t 时刻，系统边界与控制体边界重合，系统可分为Ⅰ和 Ⅱ两个区域，在 t + Δt 时刻，系统可分为Ⅱ和Ⅲ两个区域，其中区域Ⅱ为 t 和 t + Δt 两时刻的 系统所共有。系统内物理量 Q 随时间的变化率可通过 Δt → 0 时物理量 Q 的变化与时间间隔 Δt 比值的极限求得，即 t +Δt t ⎛ ⎞ ⎛ ⎞ ⎜ ⎟ ⎜ ⎟ ⎜ ∫∫∫ ⎜ ∫∫∫ Qd ∀ − Qd∀ ⎟ ⎟ D ⎝ S ∀ ⎠ ⎝ S ∀ ⎠ Dt ∫∫∫ Qd∀ = lim (4.2.1) Δt →0 Δt 其中，∀ S 为系统体积，上标 t 和 t + Δt 分别代表不同的时刻。根据前面分析，有 t +Δt t +Δt t +Δt ⎛ ⎞ ⎛ ⎞ ⎛ ⎞ ⎜ ⎟ = ⎜ ∫∫∫ Qd∀ ⎟ = ⎜ ∫∫∫ Qd∀ ⎟ ⎜ ∫∫∫ Q d ∀ ⎟ ⎜ ⎟ ⎜ ⎟ ⎝ ∀S ⎠ ⎝∀ II +∀ III ⎠ ⎝∀ CV −∀ I +∀ III ⎠,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00463,Q0418,1,第4章 动力学基础,02_Bernoulli_机械能_动量控制体,母题2：Bernoulli/PVZ/控制体动量,控制体动量/弯管/喷嘴/叶片受力,中,21,否,课本教材题-张扬军文本,流体力学教材_text.txt,1,1. 合力项 动量方程中的合力项 ∑ ( F )S 表示作用在系统上所有外力的矢量和。在推导雷诺输运方程 时，系统与控制体在初始时刻是重合的，因此，作用在系统上的合力可看作作用在控制体上 的合力。它包括作用在控制体上的所有质量力和作用在控制面上的所有表面力，即 ∑ ( F )S = ∑ ( Fm + Fs )S (6.1.5) 令 f m 表示单位质量的质量力，则总质量力可表示为 Fm = ∫∫∫ f m ρ d∀ (6.1.6) ∀ CV 若 质量力 仅是 重力且 令其 方向沿 坐标 z 轴 负向 ，那 么单位 质量 的质量 力可 以写成 f m = − gez 。控制体上的表面力由下列两种力组成：①控制面上固体表面所产生的力；②控制 面上周围流体的压强和黏性应力。计算时需要特别注意压强的方向，控制面上外部压强垂直 于表面并指向控制体内部，而控制面的单位矢量 n 定义为外法向，两者刚好相反。因此，压 力的公式为 F p = ∫∫ p ( −n ) dS (6.1.7) 若在全闭合控制面上作用均匀压强 pu (如大气压强 pa )，因控制面是闭合的，所以围绕控 制面的均匀压强所产生的静压力为 F pu = 0 ，即 F pu = ∫∫ pu ( −n ) dS = − pu ∫∫ ndS = 0 (6.1.8) S S 因此，若作用在控制面上的总压强包含这个均匀压强 pu 。为简化计算，可将总压强减去 均匀压强(如大气压强 pa )，然后计算压力，其结果是相同的。若 pu = pa ，则 F p = ∫∫ ( p − pa ) ( − n ) dS = ∫∫ pg ( − n ) dS (6.1.9) S S 其中， pg 为相对压强(或表压)。用此法可简化压力的计算。,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00467,Q0420,2,第4章 动力学基础,02_Bernoulli_机械能_动量控制体,母题2：Bernoulli/PVZ/控制体动量,控制体动量/弯管/喷嘴/叶片受力,高,21,否,课本教材题-张扬军文本,流体力学教材_text.txt,6.2,6-3 动量矩原理示意图 ∑ ( M 0 )S = Dt ∫∫∫ r0 × ρVd∀ (6.2.2) 其中，∑ ( M 0 )s 为作用在系统上的外力矩的矢量和； ∫∫∫ r0 × ρVd∀ 为系统的角动量。与动量方程的处理方法类似，可应用雷诺输运方程，把对系 统的动量矩方程转换成对控制体的动量矩方程。雷诺输运方程中系统的物理量 Q 取为单位体 积角动量 r0 × ρV ，即 Q = r0 × ρV ，并代入雷诺输运方程，即可得 D ∂ ∫∫∫ ( r0 × ρV ) d∀ = ∫∫∫ ( r0 × ρV ) d∀ + ∫∫ ( r0 × ρV ) ⋅ (V ⋅ n ) dS (6.2.3) Dt ∂t ∀S ∀ CV S 代入式(6.2.2)，有 ∑ ( M 0 )S = ∂t ∫∫∫ ( r0 × ρV ) d∀ + ∫∫ ( r0 × ρV ) ⋅ (V ⋅ n) dS (6.2.4) ∀ CV S ( r0 × ρV ) d∀ = 0 ，式(6.2.4)成为 ∂t ∫∫∫ 对定常流动 ∀ CV ∑ ( M 0 )S = ∫∫ ( r0 × ρV ) ⋅ (V ⋅ n) dS (6.2.5) 式(6.2.5)为定常流动的动量矩方程，等号左边合力矩的下标 S 代表对系统的力矩。但由 于在推导雷诺方程时，初始时刻系统与控制体是重合的，故 ∑ ( M0 ) 也可以看作作用在控制体 上所有外力矩的矢量和。因此，式(6.2.5)的物理意义为：定常流动时，作用在控制体上所有 外力矩的矢量和，等于流入、流出控制面的净角动量流率。 在分析转动流体机械时，往往仅需要采用沿转轴方向的动量矩方程。此时，可以选择在 柱坐标中分析问题，并将坐标 z 轴与流体机械的转轴重合。如果叶轮进、出口截面 1 与 2 处 流动都是均匀的(或取平均值)，并且考虑到只有与 r 垂直的速度分量才会产生转矩，式(6.2.5) 沿 z 轴的投影形式可以写成 ∑ M 轴 = ( r2vθ 2 − r1vθ 1 )Q (6.2.6) 其中，Q 为流经流体机械的质量流量； vθ 1 与 vθ 2 为流体在进、出口截面 1 与 2 处的绝对速度 的切向分量； r1 与 r2 为 vθ 1 与 vθ,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00516,Q0455,1,相似理论,03_流体运动学_连续_应力张量,母题8：量纲分析/模型相似,Pi定理/相似准则/模型试验,高,18,否,课本教材题-张扬军文本,流体力学教材_text.txt,8.4,"8.4.1 完全相似与部分相似 按照上述原则安排实验，使模型实验流动与原型流动的全部相似参数分别相等，那么模 型实验流动与原型流动可以视为完全相似。这种严格的完全相似的要求，只有在模型和实物 尺寸相同的情况下才有可能实现。例如，在黏性不可压缩流体定常流动问题中，要使模型实 验流动与原型流动完全相似，则应满足雷诺数、弗劳德数、欧拉数等分别相等，即 ⎛ VL ⎞ ⎛ VL ⎞ ⎛ V ⎞ ⎛ V ⎞ ⎛ p ⎞ ⎛ p ⎞ ⎜ ⎟ =⎜ ⎟ , ⎜⎜ ⎟⎟ = ⎜⎜ ⎟⎟ , ⎜ 2 ⎟ =⎜ 2 ⎟ ⎝ ⎠m ⎝ ν ⎠p ⎝ gL ⎠m ⎝ gL ⎠p ⎝ ρV ⎠m ⎝ ρV ⎠ p 满足相似参数相等也意味着各个物理量的比例系数存在下列制约的关系： Cν = CV Cl ⎫ CV2 = C g Cl ⎬ (8.4.1) C p = Cρ CV2 ⎪⎭ 在设计模型实验时，如果选择三个基本比例系数(如 Cl , CV , Cρ )能满足式(8.4.1)给出的这三个 制约方程，则模型实验流动与原型流动可实现完全相似。通常情况下，重力加速度的比例系 数为 Cg = 1 ，从式(8.4.1)中第 2 式可得 CV2 = Cl 3 代入式(8.4.1)中第 1 式，可得 Cν = Cl2 虽然线性比例系数 Cl 可以任意选择，但要使流体运动黏度的比例系数 Cν 保持 Cl3/2 的数值 就不大容易。一般情况下，模型实验多用水或空气作为介质，如风洞、水洞、水槽等，上述 要求难以满足；另外，模型实验流动与原型流动的流体往往采用同一种流体，此时 Cν = 1 ， 于是从式(8.4.1)中第 1 式及第 2 式可得 1 CV = 1 CV = Cl 2 显然，只有 Cl = 1 时， CV 才可能同时满足以上两式。然而，这种情况下，模型实验也就 失去了意义。对于包含更多相似参数的情况，各种量比例系数的制约关系更复杂，要实现模 型实验流动与原型流动在力学上完全相似，最终导致模型实验流动与原型流动完全一样几乎 不可能实现。事实上，在许多工程问题中，各种相似参数的重要性并不等同。例如，若流动 中存在气-液交界面(如气泡在液体中运动)或气-液交界面与固体壁面接触，当液体的表面张力 起显著作用时，We 相似参数才会变得重要，而在一般流动问题中则不必考虑。忽略一些对流 第 8 章 相似理论与量纲分析 ·107· 动问题影响较小的相似参数，仅考虑起主要作用的相似参数，这种相似称为部分相似。保证 模型实验流动与原型流动部分相似的实验方法便是近似模型法。",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00675,Q0555,1,相似理论,08_量纲分析_相似准则,母题8：量纲分析/模型相似,Pi定理/相似准则/模型试验,中,17,否,课本教材题-张扬军文本,流体力学教材_text.txt,11,"(11.5.15) ) 其中， p∞ 为无穷远处的压强； ρ 为流体的密度。引入无量纲压强系数 C p ，其定义式为 p − p∞ Cp = 2 (11.5.16) ρV∞2 它表示流体作用在物体表面任一点压强的相对大小。将式(11.5.15)代入式(11.5.16)中，可得 C p = 1 − 4sin 2 θ (11.5.17) 压强系数 C p 在圆柱体表面的分布如图 11-13 所示，在圆柱体的表面上压强分布是关于坐标原 点对称的，圆柱体所受流体的作用力在任意方向平衡，合力为零。下面给出证明。 图 11-13 平行流绕圆柱无环量流动圆柱表面压强系数分布 证明：如图 11-14 所示，在单位长度的圆柱面上，作用在微小弧段 ds = adθ 上的作用力为 dF = −er padθ ，其中 er 为圆柱体表面外法向。 dF 在 x 轴和 y 轴的分量为 dFx = − pa cos θ dθ , dFx = − pa sin θ dθ (11.5.18) 将圆柱体表面压强分布表达式(11.5.15)代入式(11.5.18)中，在圆柱表面沿周向进行积分，可 以得到圆柱表面所受流体作用力在 x 轴和 y 轴方向的分量为 ( ) 2π ⎡ 1 ⎤ Fx = FD = − ∫ ⎢ p∞ + ρV∞2 1 − 4sin 2 θ ⎥a cosθ dθ = 0 (11.5.19) 0 ⎣ 2 ⎦ ( ) 2π ⎡ 1 ⎤ Fy = FL = − ∫ ⎢⎣ p∞ + 2 ρV∞ 1 − 4sin θ ⎥⎦a sin θ dθ = 0 2 2",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
